Sample Name,Cell type,Label
GSM2361572,CD141+ cDC,2
GSM2361573,CD141+ cDC,2
GSM2361574,CD141+ cDC,2
GSM2361575,CD141+ cDC,2
GSM2361576,CD141+ cDC,2
GSM2361577,CD141+ cDC,2
GSM2361578,CD141+ cDC,2
GSM2361579,CD141+ cDC,2
GSM2361580,CD141+ cDC,2
GSM2361581,CD141+ cDC,2
GSM2361582,CD141+ cDC,2
GSM2361583,CD141+ cDC,2
GSM2361584,CD141+ cDC,2
GSM2361585,CD141+ cDC,2
GSM2361586,CD141+ cDC,2
GSM2361587,CD141+ cDC,2
GSM2361588,CD141+ cDC,2
GSM2361589,CD141+ cDC,2
GSM2361590,CD141+ cDC,2
GSM2361591,CD141+ cDC,2
GSM2361592,CD141+ cDC,2
GSM2361593,CD141+ cDC,2
GSM2361594,CD141+ cDC,2
GSM2361595,CD141+ cDC,2
GSM2361596,CD141+ cDC,2
GSM2361597,CD141+ cDC,2
GSM2361598,CD141+ cDC,2
GSM2361599,CD141+ cDC,2
GSM2361600,CD141+ cDC,2
GSM2361601,CD141+ cDC,2
GSM2361602,CD141+ cDC,2
GSM2361603,CD141+ cDC,2
GSM2361604,CD141+ cDC,2
GSM2361605,CD141+ cDC,2
GSM2361606,CD141+ cDC,2
GSM2361607,CD141+ cDC,2
GSM2361608,CD141+ cDC,2
GSM2361609,CD141+ cDC,2
GSM2361610,CD141+ cDC,2
GSM2361611,CD141+ cDC,2
GSM2361612,CD141+ cDC,2
GSM2361613,CD141+ cDC,2
GSM2361614,CD141+ cDC,2
GSM2361615,CD141+ cDC,2
GSM2361616,CD141+ cDC,2
GSM2361617,CD141+ cDC,2
GSM2361618,CD141+ cDC,2
GSM2361619,CD141+ cDC,2
GSM2361620,CD141+ cDC,2
GSM2361621,CD141+ cDC,2
GSM2361622,CD141+ cDC,2
GSM2361623,CD141+ cDC,2
GSM2361624,CD141+ cDC,2
GSM2361625,CD141+ cDC,2
GSM2361626,CD141+ cDC,2
GSM2361627,CD141+ cDC,2
GSM2361628,CD141+ cDC,2
GSM2361629,CD141+ cDC,2
GSM2361630,CD141+ cDC,2
GSM2361631,CD141+ cDC,2
GSM2361632,CD141+ cDC,2
GSM2361633,CD141+ cDC,2
GSM2361634,CD141+ cDC,2
GSM2361635,CD141+ cDC,2
GSM2361636,CD141+ cDC,2
GSM2361637,CD141+ cDC,2
GSM2361638,CD141+ cDC,2
GSM2361639,CD141+ cDC,2
GSM2361640,CD141+ cDC,2
GSM2361641,CD141+ cDC,2
GSM2361642,CD141+ cDC,2
GSM2361643,CD141+ cDC,2
GSM2361644,CD141+ cDC,2
GSM2361645,CD141+ cDC,2
GSM2361646,CD141+ cDC,2
GSM2361647,CD141+ cDC,2
GSM2361648,CD141+ cDC,2
GSM2361649,CD141+ cDC,2
GSM2361650,CD141+ cDC,2
GSM2361651,CD141+ cDC,2
GSM2361652,CD141+ cDC,2
GSM2361653,CD141+ cDC,2
GSM2361654,CD141+ cDC,2
GSM2361655,CD141+ cDC,2
GSM2361656,CD141+ cDC,2
GSM2361657,CD141+ cDC,2
GSM2361658,CD141+ cDC,2
GSM2361495,CD1c+ cDC,3
GSM2361496,CD1c+ cDC,3
GSM2361497,CD1c+ cDC,3
GSM2361498,CD1c+ cDC,3
