Sample Name,Cell type,Label
GSM1657871,oligodendrocytes,7
GSM1657873,oligodendrocytes,7
GSM1657876,oligodendrocytes,7
GSM1657877,oligodendrocytes,7
GSM1657881,oligodendrocytes,7
GSM1657885,astrocytes,1
GSM1657889,oligodendrocytes,7
GSM1657890,oligodendrocytes,7
GSM1657891,oligodendrocytes,7
GSM1657892,oligodendrocytes,7
GSM1657893,OPC,0
GSM1657894,oligodendrocytes,7
GSM1657898,oligodendrocytes,7
GSM1657899,oligodendrocytes,7
GSM1657900,oligodendrocytes,7
GSM1657901,oligodendrocytes,7
GSM1657902,oligodendrocytes,7
GSM1657903,OPC,0
GSM1657904,OPC,0
GSM1657906,OPC,0
GSM1657907,OPC,0
GSM1657908,OPC,0
GSM1657909,OPC,0
GSM1657910,microglia,5
GSM1657911,OPC,0
GSM1657913,OPC,0
GSM1657914,OPC,0
GSM1657915,OPC,0
GSM1657916,OPC,0
GSM1657917,OPC,0
GSM1657918,microglia,5
GSM1657919,microglia,5
GSM1657920,OPC,0
GSM1657921,OPC,0
GSM1657922,OPC,0
GSM1657923,microglia,5
GSM1657924,OPC,0
GSM1657925,microglia,5
GSM1657926,microglia,5
GSM1657927,microglia,5
GSM1657928,OPC,0
GSM1657930,neurons,6
GSM1657931,neurons,6
GSM1657932,astrocytes,1
GSM1657933,neurons,6
GSM1657934,microglia,5
GSM1657935,neurons,6
GSM1657937,neurons,6
GSM1657938,astrocytes,1
GSM1657939,neurons,6
GSM1657940,neurons,6
GSM1657941,neurons,6
GSM1657942,neurons,6
GSM1657943,neurons,6
GSM1657944,oligodendrocytes,7
GSM1657945,neurons,6
GSM1657946,neurons,6
GSM1657948,neurons,6
GSM1657949,neurons,6
GSM1657950,neurons,6
GSM1657951,neurons,6
GSM1657952,neurons,6
GSM1657953,neurons,6
GSM1657954,neurons,6
GSM1657955,neurons,6
GSM1657956,neurons,6
GSM1657957,neurons,6
GSM1657958,neurons,6
GSM1657959,neurons,6
GSM1657960,neurons,6
GSM1657961,neurons,6
GSM1657962,neurons,6
GSM1657963,neurons,6
GSM1657964,neurons,6
GSM1657965,astrocytes,1
GSM1657966,neurons,6
GSM1657967,neurons,6
GSM1657968,neurons,6
GSM1657969,astrocytes,1
GSM1657970,neurons,6
GSM1657971,neurons,6
GSM1657972,endothelial,2
GSM1657973,neurons,6
GSM1657974,neurons,6
GSM1657975,astrocytes,1
GSM1657976,neurons,6
GSM1657977,neurons,6
GSM1657978,neurons,6
GSM1657979,astrocytes,1
GSM1657980,neurons,6
GSM1657981,astrocytes,1
GSM1657982,neurons,6
GSM1657983,neurons,6
GSM1657984,neurons,6
GSM1657985,neurons,6
GSM1657986,neurons,6
GSM1657987,neurons,6
GSM1657988,neurons,6
GSM1657989,neurons,6
GSM1657990,neurons,6
GSM1657991,neurons,6
GSM1657992,astrocytes,1
GSM1657993,endothelial,2
GSM1657994,microglia,5
GSM1657995,endothelial,2
GSM1657996,microglia,5
GSM1657997,microglia,5
GSM1657998,astrocytes,1
GSM1657999,microglia,5
GSM1658000,astrocytes,1
GSM1658001,neurons,6
GSM1658002,neurons,6
GSM1658003,fetal_quiescent,3
GSM1658004,endothelial,2
GSM1658005,neurons,6
GSM1658006,astrocytes,1
GSM1658007,astrocytes,1
GSM1658009,neurons,6
GSM1658010,astrocytes,1
GSM1658012,neurons,6
GSM1658014,neurons,6
GSM1658016,astrocytes,1
GSM1658017,astrocytes,1
GSM1658018,oligodendrocytes,7
GSM1658020,astrocytes,1
GSM1658021,astrocytes,1
GSM1658025,neurons,6
GSM1658026,astrocytes,1
GSM1658027,astrocytes,1
GSM1658029,astrocytes,1
GSM1658031,astrocytes,1
GSM1658032,neurons,6
GSM1658033,neurons,6
GSM1658034,neurons,6
GSM1658035,neurons,6
GSM1658037,neurons,6
GSM1658038,neurons,6
GSM1658039,neurons,6
GSM1658040,neurons,6
GSM1658041,neurons,6
GSM1658042,neurons,6
GSM1658043,astrocytes,1
GSM1658045,astrocytes,1
GSM1658046,neurons,6
GSM1658048,astrocytes,1
GSM1658049,astrocytes,1
GSM1658050,astrocytes,1
GSM1658051,astrocytes,1
GSM1658052,neurons,6
GSM1658053,astrocytes,1
GSM1658054,astrocytes,1
GSM1658055,astrocytes,1
GSM1658056,astrocytes,1
GSM1658058,neurons,6
GSM1658059,astrocytes,1
GSM1658060,astrocytes,1
GSM1658061,astrocytes,1
GSM1658062,astrocytes,1
GSM1658063,neurons,6
GSM1658064,astrocytes,1
GSM1658065,astrocytes,1
GSM1658066,astrocytes,1
GSM1658067,astrocytes,1
GSM1658068,astrocytes,1
GSM1658069,astrocytes,1
GSM1658071,astrocytes,1
GSM1658072,astrocytes,1
GSM1658073,astrocytes,1
GSM1658078,astrocytes,1
GSM1658079,astrocytes,1
GSM1658080,neurons,6
GSM1658081,astrocytes,1
GSM1658082,astrocytes,1
GSM1658083,endothelial,2
GSM1658084,neurons,6
GSM1658085,endothelial,2
GSM1658086,endothelial,2
GSM1658087,neurons,6
GSM1658088,oligodendrocytes,7
GSM1658089,endothelial,2
GSM1658090,neurons,6
GSM1658091,neurons,6
GSM1658092,endothelial,2
GSM1658093,oligodendrocytes,7
GSM1658094,endothelial,2
GSM1658095,neurons,6
GSM1658096,endothelial,2
GSM1658097,oligodendrocytes,7
GSM1658098,endothelial,2
GSM1658099,endothelial,2
GSM1658100,endothelial,2
GSM1658101,neurons,6
GSM1658102,endothelial,2
GSM1658103,neurons,6
GSM1658104,neurons,6
GSM1658105,neurons,6
GSM1658106,neurons,6
GSM1658107,neurons,6
GSM1658108,neurons,6
GSM1658109,endothelial,2
GSM1658110,neurons,6
GSM1658111,neurons,6
GSM1658112,endothelial,2
GSM1658113,neurons,6
GSM1658114,neurons,6
GSM1658115,neurons,6
GSM1658116,microglia,5
GSM1658117,endothelial,2
GSM1658118,oligodendrocytes,7
GSM1658119,oligodendrocytes,7
GSM1658120,oligodendrocytes,7
GSM1658121,neurons,6
GSM1658122,endothelial,2
GSM1658123,oligodendrocytes,7
GSM1658124,oligodendrocytes,7
GSM1658125,oligodendrocytes,7
GSM1658126,endothelial,2
GSM1658127,neurons,6
GSM1658128,neurons,6
GSM1658129,neurons,6
GSM1658130,oligodendrocytes,7
GSM1658131,neurons,6
GSM1658133,oligodendrocytes,7
GSM1658134,neurons,6
GSM1658135,neurons,6
GSM1658136,neurons,6
GSM1658137,neurons,6
GSM1658138,neurons,6
GSM1658139,neurons,6
GSM1658140,oligodendrocytes,7
GSM1658141,neurons,6
GSM1658142,astrocytes,1
GSM1658143,neurons,6
GSM1658145,neurons,6
GSM1658146,neurons,6
GSM1658147,neurons,6
GSM1658148,neurons,6
GSM1658149,neurons,6
GSM1658150,neurons,6
GSM1658151,neurons,6
GSM1658152,neurons,6
GSM1658153,neurons,6
GSM1658155,oligodendrocytes,7
GSM1658156,neurons,6
GSM1658157,oligodendrocytes,7
GSM1658158,neurons,6
GSM1658159,oligodendrocytes,7
GSM1658160,neurons,6
GSM1658162,oligodendrocytes,7
GSM1658163,neurons,6
GSM1658164,oligodendrocytes,7
GSM1658166,neurons,6
GSM1658167,oligodendrocytes,7
GSM1658168,astrocytes,1
GSM1658169,neurons,6
GSM1658170,neurons,6
GSM1658171,neurons,6
GSM1658172,neurons,6
GSM1658173,oligodendrocytes,7
GSM1658174,astrocytes,1
