Sample Name,Cell type,Label
GSM2188962,Neuron,6
GSM2188963,Neuron,6
GSM2188964,Neuron,6
GSM2188965,Neuron,6
GSM2188966,Neuron,6
GSM2188967,Astro,0
GSM2188968,Astro,0
GSM2188969,Astro,0
GSM2188970,Astro,0
GSM2188971,Astro,0
GSM2188972,Astro,0
GSM2188973,Astro,0
GSM2188974,Astro,0
GSM2188975,Astro,0
GSM2188976,Astro,0
GSM2188977,Oligo,8
GSM2188978,Astro,0
GSM2188979,Astro,0
GSM2188980,Astro,0
GSM2188981,Astro,0
GSM2188982,Astro,0
GSM2188983,Astro,0
GSM2188984,Astro,0
GSM2188985,Astro,0
GSM2188986,Astro,0
GSM2188987,Astro,0
GSM2188988,Astro,0
GSM2188989,Astro,0
GSM2188990,Astro,0
GSM2188991,Astro,0
GSM2188992,Astro,0
GSM2188993,Astro,0
GSM2188994,Astro,0
GSM2188995,Astro,0
GSM2188996,Astro,0
GSM2188997,Astro,0
GSM2188998,Astro,0
GSM2188999,Astro,0
GSM2189000,Astro,0
GSM2189001,Astro,0
GSM2189002,Astro,0
GSM2189003,Astro,0
GSM2189004,Astro,0
GSM2189005,Astro,0
GSM2189006,Neuron,6
GSM2189007,Neuron,6
GSM2189008,Neuron,6
GSM2189009,Neuron,6
GSM2189010,Neuron,6
GSM2189011,Neuron,6
GSM2189012,Neuron,6
GSM2189013,Neuron,6
GSM2189014,Neuron,6
GSM2189015,Neuron,6
GSM2189016,Neuron,6
GSM2189017,Neuron,6
GSM2189018,Neuron,6
GSM2189019,Neuron,6
GSM2189020,Neuron,6
GSM2189021,Neuron,6
GSM2189022,Neuron,6
GSM2189023,Neuron,6
GSM2189024,Neuron,6
GSM2189025,Neuron,6
GSM2189026,Neuron,6
GSM2189027,Neuron,6
GSM2189028,Neuron,6
GSM2189029,Neuron,6
GSM2189030,Astro,0
GSM2189031,Vascular,9
GSM2189032,Astro,0
GSM2189033,Astro,0
GSM2189034,Astro,0
GSM2189035,Astro,0
GSM2189036,Astro,0
GSM2189037,Astro,0
GSM2189038,Astro,0
GSM2189039,Neuron,6
GSM2189040,Neuron,6
GSM2189041,Neuron,6
GSM2189042,Neuron,6
GSM2189043,Neuron,6
GSM2189044,Neuron,6
GSM2189045,Neuron,6
GSM2189046,Neuron,6
GSM2189047,Neuron,6
GSM2189048,Neuron,6
GSM2189049,Neuron,6
GSM2189050,Neuron,6
GSM2189051,Neuron,6
GSM2189052,Neuron,6
GSM2189053,Neuron,6
GSM2189054,Neuron,6
GSM2189055,Neuron,6
GSM2189056,Neuron,6
GSM2189057,Neuron,6
GSM2189058,Neuron,6
GSM2189059,Neuron,6
GSM2189060,Neuron,6
GSM2189061,Neuron,6
GSM2189062,Neuron,6
GSM2189063,Neuron,6
GSM2189064,Neuron,6
GSM2189065,Neuron,6
GSM2189066,Neuron,6
GSM2189067,Neuron,6
GSM2189068,Neuron,6
GSM2189069,Neuron,6
GSM2189070,Neuron,6
GSM2189071,Neuron,6
GSM2189072,Neuron,6
GSM2189073,Neuron,6
GSM2189074,Neuron,6
GSM2189075,Neuron,6
GSM2189076,Neuron,6
GSM2189077,Neuron,6
GSM2189078,Neuron,6
GSM2189079,Neuron,6
GSM2189080,Neuron,6
GSM2189081,Neuron,6
GSM2189082,Neuron,6
GSM2189083,Neuron,6
GSM2189084,Neuron,6
GSM2189085,Neuron,6
GSM2189086,Neuron,6
GSM2189087,Neuron,6
GSM2189088,Neuron,6
GSM2189089,Astro,0
GSM2189090,Astro,0
GSM2189091,Astro,0
GSM2189092,Neuron,6
GSM2189093,Neuron,6
GSM2189094,Neuron,6
GSM2189095,Neuron,6
GSM2189096,Neuron,6
GSM2189097,Neuron,6
GSM2189098,Neuron,6
GSM2189099,Neuron,6
GSM2189100,Neuron,6
GSM2189101,Neuron,6
GSM2189102,Neuron,6
GSM2189103,Neuron,6
GSM2189104,Neuron,6
GSM2189105,Neuron,6
GSM2189106,Neuron,6
GSM2189107,Neuron,6
GSM2189108,Neuron,6
GSM2189109,Neuron,6
GSM2189110,Neuron,6
GSM2189111,Neuron,6
GSM2189112,Neuron,6
GSM2189113,Neuron,6
GSM2189114,Neuron,6
GSM2189115,Neuron,6
GSM2189116,Neuron,6
GSM2189117,Neuron,6
GSM2189118,Neuron,6
GSM2189119,Neuron,6
GSM2189120,Neuron,6
GSM2189121,Neuron,6
GSM2189122,Neuron,6
GSM2189123,Neuron,6
GSM2189124,Neuron,6
GSM2189125,Neuron,6
GSM2189126,Neuron,6
GSM2189127,Neuron,6
GSM2189128,Neuron,6
GSM2189129,Neuron,6
GSM2189130,Neuron,6
GSM2189131,Neuron,6
GSM2189132,Neuron,6
GSM2189133,Neuron,6
GSM2189134,Neuron,6
GSM2189135,Neuron,6
GSM2189136,Neuron,6
GSM2189137,Neuron,6
GSM2189138,Neuron,6
GSM2189139,Neuron,6
GSM2189140,Neuron,6
GSM2189141,Neuron,6
GSM2189142,Neuron,6
GSM2189143,Neuron,6
GSM2189144,Neuron,6
GSM2189145,Neuron,6
GSM2189146,Neuron,6
GSM2189147,Neuron,6
GSM2189148,Neuron,6
GSM2189149,Neuron,6
GSM2189150,Neuron,6
GSM2189151,Neuron,6
GSM2189152,Neuron,6
GSM2189153,Neuron,6
GSM2189154,Neuron,6
GSM2189155,Neuron,6
GSM2189156,Neuron,6
GSM2189157,Neuron,6
GSM2189158,Neuron,6
GSM2189159,Neuron,6
GSM2189160,Neuron,6
GSM2189161,Neuron,6
GSM2189162,Neuron,6
GSM2189163,Neuron,6
GSM2189164,Neuron,6
GSM2189165,Neuron,6
GSM2189166,Neuron,6
GSM2189167,Neuron,6
GSM2189168,Neuron,6
GSM2189169,Neuron,6
GSM2189170,Neuron,6
GSM2189171,Neuron,6
GSM2189172,Neuron,6
GSM2189173,Neuron,6
GSM2189174,Neuron,6
GSM2189175,Neuron,6
GSM2189176,Neuron,6
GSM2189177,Neuron,6
GSM2189178,Neuron,6
GSM2189179,Neuron,6
GSM2189180,Neuron,6
GSM2189181,Neuron,6
GSM2189182,Neuron,6
GSM2189183,Neuron,6
GSM2189184,Neuron,6
GSM2189185,Neuron,6
GSM2189186,Neuron,6
