Sample Name,Cell type,Label
GSM2483786,CD141,0
GSM2483787,CD141,0
GSM2483788,CD141,0
GSM2483789,CD141,0
GSM2483790,CD141,0
GSM2483791,CD141,0
GSM2483792,CD141,0
GSM2483793,CD141,0
GSM2483794,CD141,0
GSM2483795,CD141,0
GSM2483796,CD141,0
GSM2483797,CD141,0
GSM2483798,CD141,0
GSM2483799,CD141,0
GSM2483800,CD141,0
GSM2483801,CD141,0
GSM2483802,CD141,0
GSM2483803,CD141,0
GSM2483804,CD141,0
GSM2483805,CD141,0
GSM2483806,CD141,0
GSM2483807,CD141,0
GSM2483808,CD141,0
GSM2483809,CD141,0
GSM2483810,CD141,0
GSM2483811,CD141,0
GSM2483812,CD141,0
GSM2483813,CD141,0
GSM2483814,CD141,0
GSM2483815,CD141,0
GSM2483816,CD141,0
GSM2483817,CD141,0
GSM2483818,CD141,0
GSM2483819,CD141,0
GSM2483820,CD141,0
GSM2483821,CD141,0
GSM2483822,CD141,0
GSM2483823,CD141,0
GSM2483824,CD141,0
GSM2483825,CD141,0
GSM2483826,CD141,0
GSM2483827,CD141,0
GSM2483828,CD141,0
GSM2483829,CD141,0
GSM2483830,CD141,0
GSM2483831,CD141,0
GSM2483832,CD141,0
GSM2483833,CD141,0
GSM2483834,CD141,0
GSM2483835,CD141,0
GSM2483836,CD141,0
GSM2483837,CD141,0
GSM2483838,CD141,0
GSM2483839,CD141,0
GSM2483840,CD141,0
GSM2483841,CD141,0
GSM2483842,CD141,0
GSM2483843,CD141,0
GSM2483844,CD141,0
GSM2483845,CD141,0
GSM2483846,CD141,0
GSM2483847,CD141,0
GSM2483848,CD141,0
GSM2483849,CD141,0
GSM2483850,CD141,0
GSM2483851,CD141,0
GSM2483852,CD141,0
GSM2483853,CD141,0
GSM2483854,CD141,0
GSM2483855,CD141,0
GSM2483856,CD141,0
GSM2483857,CD141,0
GSM2483859,CD141,0
GSM2483860,CD141,0
GSM2483861,CD141,0
GSM2483862,CD141,0
GSM2483863,CD141,0
GSM2483864,CD141,0
GSM2483865,CD141,0
GSM2483866,CD141,0
GSM2483867,CD141,0
GSM2483868,CD141,0
GSM2483858,CD141,0
GSM2483870,CD141,0
GSM2483871,CD141,0
GSM2483872,CD141,0
GSM2483873,CD141,0
GSM2483874,CD141,0
GSM2483869,CD141,0
GSM2483875,CD141,0
GSM2483876,CD141,0
GSM2483877,CD141,0
GSM2483878,CD141,0
GSM2483879,CD141,0
GSM2483880,CD141,0
GSM2483881,CD141,0
GSM2483882,CD141,0
GSM2483883,CD141,0
GSM2483884,CD141,0
GSM2483885,CD141,0
GSM2483886,CD141,0
GSM2483887,CD141,0
GSM2483888,CD141,0
GSM2483889,CD141,0
GSM2483890,CD141,0
GSM2483891,CD141,0
GSM2483892,CD141,0
GSM2483893,CD141,0
GSM2483894,CD141,0
GSM2483895,CD141,0
GSM2483896,CD141,0
GSM2483897,CD141,0
GSM2483898,CD141,0
GSM2483899,CD141,0
GSM2483900,CD141,0
GSM2483901,CD141,0
GSM2483902,CD141,0
GSM2483903,CD141,0
GSM2483904,CD141,0
GSM2483905,CD141,0
GSM2483907,CD141,0
GSM2483908,CD141,0
GSM2483909,CD141,0
GSM2483910,CD141,0
GSM2483911,CD141,0
GSM2483912,CD141,0
GSM2483913,CD141,0
GSM2483914,CD141,0
GSM2483915,CD141,0
GSM2483916,CD141,0
GSM2483906,CD141,0
GSM2483918,CD141,0
GSM2483919,CD141,0
GSM2483920,CD141,0
GSM2483921,CD141,0
GSM2483922,CD141,0
GSM2483917,CD141,0
GSM2483923,CD141,0
GSM2483924,CD141,0
GSM2483925,CD141,0
GSM2483926,CD141,0
GSM2483927,CD141,0
GSM2483928,CD141,0
GSM2483929,CD141,0
GSM2483930,CD141,0
GSM2483931,CD141,0
GSM2483932,CD141,0
GSM2483933,CD141,0
GSM2483934,CD141,0
GSM2483935,CD141,0
GSM2483936,CD141,0
GSM2483937,CD141,0
GSM2483938,CD141,0
GSM2483939,CD141,0
GSM2483940,CD141,0
GSM2483941,CD141,0
GSM2483942,CD141,0
GSM2483943,CD141,0
GSM2483944,CD141,0
GSM2483945,CD141,0
GSM2483946,CD141,0
GSM2483947,CD141,0
GSM2483948,CD141,0
GSM2483949,CD141,0
GSM2483950,CD141,0
GSM2483951,CD141,0
GSM2483952,CD141,0
GSM2483953,CD141,0
GSM2483954,CD141,0
GSM2483955,CD141,0
GSM2483956,CD141,0
GSM2483957,CD141,0
